coverage,genome_size,contig_name,contig_rank,contig_size,contig_prop,contig_cumsum,contig_cumsum_prop
30x,180779525,contig_254,1,5630,3.11429e-05,180246024,0.997049
30x,180779525,contig_645,1,5610,3.10323e-05,180251634,0.99708
30x,180779525,contig_137,1,5430,3.00366e-05,180257064,0.99711
30x,180779525,contig_82,1,5331,2.9489e-05,180262395,0.997139
30x,180779525,contig_833,1,5153,2.85043e-05,180267548,0.997168
30x,180779525,contig_664,1,5144,2.84545e-05,180272692,0.997196
30x,180779525,contig_105,1,5017,2.7752e-05,180277709,0.997224
30x,180779525,contig_63,1,5007,2.76967e-05,180282716,0.997252
30x,180779525,contig_498,1,4977,2.75308e-05,180287693,0.997279
30x,180779525,contig_439,1,4974,2.75142e-05,180292667,0.997307
30x,180779525,contig_470,1,4916,2.71933e-05,180297583,0.997334
30x,180779525,contig_187,1,4884,2.70163e-05,180302467,0.997361
30x,180779525,contig_798,1,4820,2.66623e-05,180307287,0.997388
30x,180779525,contig_144,1,4792,2.65074e-05,180312079,0.997414
30x,180779525,contig_808,1,4662,2.57883e-05,180316741,0.99744
30x,180779525,contig_831,1,4562,2.52352e-05,180321303,0.997465
30x,180779525,contig_341,1,4544,2.51356e-05,180325847,0.99749
30x,180779525,contig_695,1,4509,2.4942e-05,180330356,0.997515
30x,180779525,contig_116,1,4472,2.47373e-05,180334828,0.99754
30x,180779525,contig_537,1,4467,2.47097e-05,180339295,0.997565
30x,180779525,contig_724,1,4425,2.44773e-05,180343720,0.997589
30x,180779525,contig_359,1,4389,2.42782e-05,180348109,0.997614
30x,180779525,contig_414,1,4380,2.42284e-05,180352489,0.997638
30x,180779525,contig_242,1,4377,2.42118e-05,180356866,0.997662
30x,180779525,contig_54,1,4374,2.41952e-05,180361240,0.997686
30x,180779525,contig_462,1,4312,2.38523e-05,180365552,0.99771
30x,180779525,contig_466,1,4229,2.33931e-05,180369781,0.997733
30x,180779525,contig_173,1,4218,2.33323e-05,180373999,0.997757
30x,180779525,contig_231,1,4203,2.32493e-05,180378202,0.99778
30x,180779525,contig_77,1,4186,2.31553e-05,180382388,0.997803
30x,180779525,contig_174,1,4157,2.29949e-05,180386545,0.997826
30x,180779525,contig_392,1,4147,2.29395e-05,180390692,0.997849
30x,180779525,contig_701,1,4119,2.27847e-05,180394811,0.997872
30x,180779525,contig_428,1,4099,2.2674e-05,180398910,0.997895
30x,180779525,contig_557,1,4052,2.2414e-05,180402962,0.997917
30x,180779525,contig_471,1,4014,2.22038e-05,180406976,0.997939
30x,180779525,contig_207,1,3965,2.19328e-05,180410941,0.997961
30x,180779525,contig_510,1,3959,2.18996e-05,180414900,0.997983
30x,180779525,contig_749,1,3854,2.13188e-05,180418754,0.998004
30x,180779525,contig_722,1,3827,2.11694e-05,180422581,0.998026
30x,180779525,contig_157,1,3760,2.07988e-05,180426341,0.998046
30x,180779525,contig_390,1,3752,2.07546e-05,180430093,0.998067
30x,180779525,contig_238,1,3683,2.03729e-05,180433776,0.998087
30x,180779525,contig_745,1,3670,2.0301e-05,180437446,0.998108
30x,180779525,contig_110,1,3665,2.02733e-05,180441111,0.998128
30x,180779525,contig_474,1,3607,1.99525e-05,180444718,0.998148
30x,180779525,contig_360,1,3606,1.99469e-05,180448324,0.998168
30x,180779525,contig_196,1,3588,1.98474e-05,180451912,0.998188
30x,180779525,contig_65,1,3494,1.93274e-05,180455406,0.998207
30x,180779525,contig_756,1,3449,1.90785e-05,180458855,0.998226
30x,180779525,contig_14,1,3326,1.83981e-05,180462181,0.998245
30x,180779525,contig_281,1,3299,1.82487e-05,180465480,0.998263
30x,180779525,contig_402,1,3298,1.82432e-05,180468778,0.998281
30x,180779525,contig_424,1,3248,1.79666e-05,180472026,0.998299
30x,180779525,contig_211,1,3246,1.79556e-05,180475272,0.998317
30x,180779525,contig_160,1,2987,1.65229e-05,180478259,0.998334
30x,180779525,contig_255,1,2948,1.63072e-05,180481207,0.99835
30x,180779525,contig_731,1,2935,1.62352e-05,180484142,0.998366
30x,180779525,contig_41,1,2934,1.62297e-05,180487076,0.998382
30x,180779525,contig_673,1,2882,1.59421e-05,180489958,0.998398
30x,180779525,contig_502,1,2816,1.5577e-05,180492774,0.998414
30x,180779525,contig_121,1,2812,1.55549e-05,180495586,0.998429
30x,180779525,contig_19,1,2720,1.5046e-05,180498306,0.998444
30x,180779525,contig_351,1,2717,1.50294e-05,180501023,0.998459
30x,180779525,contig_576,1,2656,1.46919e-05,180503679,0.998474
30x,180779525,contig_265,1,2641,1.4609e-05,180506320,0.998489
30x,180779525,contig_819,1,2576,1.42494e-05,180508896,0.998503
30x,180779525,contig_678,1,2573,1.42328e-05,180511469,0.998517
30x,180779525,contig_247,1,2567,1.41996e-05,180514036,0.998531
30x,180779525,contig_221,1,2485,1.3746e-05,180516521,0.998545
30x,180779525,contig_517,1,2468,1.3652e-05,180518989,0.998559
30x,180779525,contig_699,1,2467,1.36465e-05,180521456,0.998572
30x,180779525,contig_680,1,2442,1.35082e-05,180523898,0.998586
30x,180779525,contig_706,1,2425,1.34141e-05,180526323,0.998599
30x,180779525,contig_338,1,2335,1.29163e-05,180528658,0.998612
30x,180779525,contig_835,1,2301,1.27282e-05,180530959,0.998625
30x,180779525,contig_629,1,2243,1.24074e-05,180533202,0.998637
30x,180779525,contig_409,1,2240,1.23908e-05,180535442,0.99865
30x,180779525,contig_738,1,2202,1.21806e-05,180537644,0.998662
30x,180779525,contig_133,1,2186,1.20921e-05,180539830,0.998674
30x,180779525,contig_411,1,2125,1.17546e-05,180541955,0.998686
30x,180779525,contig_222,1,2108,1.16606e-05,180544063,0.998698
30x,180779525,contig_432,1,2006,1.10964e-05,180546069,0.998709
30x,180779525,contig_478,1,1901,1.05156e-05,180547970,0.998719
30x,180779525,contig_599,1,1836,1.0156e-05,180549806,0.998729
30x,180779525,contig_822,1,1831,1.01284e-05,180551637,0.998739
30x,180779525,contig_591,1,1785,9.87391e-06,180553422,0.998749
30x,180779525,contig_258,1,1764,9.75774e-06,180555186,0.998759
30x,180779525,contig_448,1,1762,9.74668e-06,180556948,0.998769
30x,180779525,contig_611,1,1693,9.365e-06,180558641,0.998778
30x,180779525,contig_210,1,1689,9.34287e-06,180560330,0.998788
30x,180779525,contig_93,1,1629,9.01098e-06,180561959,0.998797
30x,180779525,contig_729,1,1575,8.71227e-06,180563534,0.998805
30x,180779525,contig_300,1,1571,8.69014e-06,180565105,0.998814
30x,180779525,contig_451,1,1551,8.57951e-06,180566656,0.998822
30x,180779525,contig_669,1,1436,7.94338e-06,180568092,0.99883
30x,180779525,contig_200,1,1417,7.83828e-06,180569509,0.998838
30x,180779525,contig_553,1,1403,7.76083e-06,180570912,0.998846
30x,180779525,contig_336,1,1361,7.52851e-06,180572273,0.998854
30x,180779525,contig_384,1,1290,7.13576e-06,180573563,0.998861
30x,180779525,contig_601,1,1220,6.74855e-06,180574783,0.998867
30x,180779525,contig_566,1,1219,6.74302e-06,180576002,0.998874
30x,180779525,contig_505,1,1164,6.43878e-06,180577166,0.998881
30x,180779525,contig_423,1,1149,6.35581e-06,180578315,0.998887
30x,180779525,contig_330,1,1114,6.1622e-06,180579429,0.998893
30x,180779525,contig_780,1,1068,5.90775e-06,180580497,0.998899
30x,180779525,contig_594,1,1047,5.79159e-06,180581544,0.998905
30x,180779525,contig_602,1,982,5.43203e-06,180582526,0.99891
30x,180779525,contig_648,1,878,4.85674e-06,180583404,0.998915
30x,180779525,contig_30,1,806,4.45847e-06,180584210,0.99892
30x,180779525,contig_315,1,770,4.25933e-06,180584980,0.998924
30x,180779525,contig_241,1,770,4.25933e-06,180585750,0.998928
30x,180779525,contig_689,1,754,4.17083e-06,180586504,0.998932
30x,180779525,contig_456,1,693,3.8334e-06,180587197,0.998936
30x,180779525,contig_549,1,664,3.67298e-06,180587861,0.99894
30x,180779525,contig_813,1,652,3.6066e-06,180588513,0.998943
30x,180779525,contig_618,1,601,3.32449e-06,180589114,0.998947
30x,180779525,contig_535,1,596,3.29683e-06,180589710,0.99895
30x,180779525,contig_771,1,579,3.2028e-06,180590289,0.998953
30x,180779525,contig_245,1,575,3.18067e-06,180590864,0.998956
30x,180779525,contig_772,1,511,2.82665e-06,180591375,0.998959
30x,180779525,contig_713,1,93,5.14439e-07,180591468,0.99896
